option	alpha	beta	num_valid_clusters	largest_cluster	num_edges_in_clustergraph	num_clusters	go_enrichment	adhd_genes	adhd_enriched_genes	autism_genes	autism_enriched_genes	bipolar_genes	bipolar_enriched_genes	mdd_genes	mdd_enriched_genes	schizophrenia_genes	schizophrenia_enriched_genes	gd_mean	gd_min	gd_25%	gd_50%	gd_75%	gd_max	md_mean	md_min	md_25%	md_50%	md_75%	md_max
4	0.19	0.69	397.0	613.0	216998.0	397.0	81.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	5.0	33.833333333333336	1.0	1.0	1.0	3.25	377.0	17.99497487437186	2.0	5.0	9.5	19.0	420.0
4	0.19	0.7	407.0	568.0	190249.0	407.0	77.0	14.0	3.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	31.53846153846154	1.0	1.0	1.0	1.0	387.0	17.29901960784314	2.0	5.0	9.5	19.25	427.0
4	0.19	0.71	418.0	519.0	166564.0	418.0	77.0	14.0	4.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	6.0	46.666666666666664	1.0	1.0	1.0	2.0	401.0	17.618138424821	2.0	6.0	10.0	18.0	343.0
4	0.19	0.72	437.0	458.0	137516.0	437.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	8.0	48.55555555555556	1.0	1.0	1.0	2.0	420.0	16.929223744292237	2.0	6.0	9.0	19.0	311.0
4	0.19	0.73	489.0	413.0	111603.0	489.0	78.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	7.0	54.666666666666664	1.0	1.0	1.0	1.0	477.0	16.420408163265307	2.0	6.0	10.0	20.0	335.0
4	0.19	0.74	469.0	412.0	111538.0	469.0	79.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	4.0	52.44444444444444	1.0	1.0	1.0	2.0	456.0	15.729787234042552	2.0	6.0	9.0	18.75	304.0
4	0.2	0.2	2.0	1680.0	1410360.0	2.0	0.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	840.0	319.0	579.5	840.0	1100.5	1361.0
4	0.2	0.5	18.0	1411.0	995353.0	18.0	20.0	14.0	0.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	4.5	1.0	1.75	2.0	4.75	13.0	96.73684210526316	5.0	8.5	11.0	49.5	890.0
4	0.2	0.6	212.0	902.0	416490.0	212.0	68.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	4.0	17.666666666666668	1.0	1.0	1.0	1.75	191.0	23.164319248826292	3.0	8.0	12.0	22.0	427.0
4	0.2	0.65	270.0	783.0	317044.0	270.0	67.0	14.0	4.0	12.0	6.0	1.0	0.0	3.0	3.0	16.0	7.0	24.636363636363637	1.0	1.0	1.0	2.0	249.0	22.435424354243544	3.0	9.0	13.0	22.0	517.0
4	0.2	0.66	267.0	613.0	215519.0	267.0	70.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	6.0	26.9	1.0	1.0	1.0	2.5	249.0	25.134328358208954	3.0	9.0	16.0	25.0	572.0
4	0.2	0.67	254.0	635.0	225234.0	254.0	71.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	6.0	36.42857142857143	1.0	1.0	2.0	8.0	234.0	22.5921568627451	3.0	8.0	12.0	19.0	560.0
4	0.2	0.68	271.0	631.0	221499.0	271.0	68.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	3.0	30.666666666666668	1.0	1.0	2.0	4.0	250.0	23.5	3.0	8.0	13.0	21.0	554.0
4	0.2	0.69	278.0	583.0	194875.0	278.0	66.0	14.0	3.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	39.714285714285715	1.0	1.0	1.0	7.0	260.0	23.21505376344086	3.0	8.0	13.0	22.0	566.0
4	0.2	0.7	272.0	592.0	201644.0	272.0	73.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	9.0	27.4	1.0	1.0	1.0	1.75	251.0	24.967032967032967	3.0	8.0	14.0	22.0	575.0
4	0.2	0.71	283.0	568.0	184519.0	283.0	71.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	35.875	1.0	1.0	1.5	4.5	267.0	23.93661971830986	3.0	8.0	14.0	22.0	576.0
4	0.2	0.72	280.0	515.0	157088.0	280.0	67.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	46.666666666666664	1.0	1.0	1.5	5.75	268.0	24.693950177935942	3.0	9.0	15.0	23.0	622.0
4	0.2	0.73	280.0	427.0	120280.0	280.0	69.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	56.0	1.0	1.0	3.0	6.0	269.0	23.384341637010674	3.0	8.0	14.0	23.0	654.0
4	0.2	0.74	311.0	389.0	100786.0	311.0	67.0	14.0	3.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	3.0	28.454545454545453	1.0	1.0	1.0	1.5	301.0	22.25	3.0	9.0	14.0	23.0	660.0
4	0.2	0.8	262.0	89.0	32040.0	262.0	65.0	14.0	5.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	87.33333333333333	1.0	1.0	1.0	130.5	260.0	14.657794676806084	3.0	6.0	9.0	13.0	759.0
4	0.2	0.9	258.0	79.0	29639.0	258.0	63.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	0.0	258.0	258.0	258.0	258.0	258.0	258.0	13.961389961389962	3.0	6.0	8.0	12.0	774.0
4	0.21	0.65	128.0	747.0	296737.0	128.0	65.0	14.0	2.0	12.0	7.0	1.0	0.0	3.0	0.0	16.0	4.0	32.0	1.0	1.0	5.5	36.5	116.0	37.82945736434109	3.0	8.0	20.0	33.0	638.0
4	0.21	0.66	121.0	745.0	290143.0	121.0	60.0	14.0	2.0	12.0	10.0	1.0	0.0	3.0	0.0	16.0	6.0	24.2	1.0	1.0	1.0	11.0	107.0	33.24590163934426	3.0	8.0	20.0	32.75	656.0
4	0.21	0.67	112.0	607.0	210496.0	112.0	62.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	9.0	28.75	2.0	2.75	7.0	33.0	99.0	37.10619469026549	3.0	6.0	12.0	28.0	721.0
4	0.21	0.68	122.0	619.0	208945.0	122.0	62.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	9.0	24.6	1.0	1.0	2.0	12.0	107.0	32.43089430894309	3.0	7.0	14.0	29.0	700.0
4	0.21	0.69	126.0	575.0	184033.0	126.0	63.0	14.0	2.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	7.0	21.333333333333332	1.0	1.0	1.5	7.25	114.0	32.488188976377955	3.0	7.0	15.0	28.0	708.0
4	0.21	0.7	129.0	594.0	194264.0	129.0	63.0	14.0	2.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	9.0	33.5	2.0	3.5	8.0	38.0	116.0	37.00769230769231	3.0	7.0	15.0	31.75	711.0
4	0.21	0.71	133.0	492.0	146600.0	133.0	62.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	8.0	20.0	1.0	1.5	3.0	7.5	118.0	31.0	3.0	7.0	11.0	29.0	736.0
4	0.21	0.72	136.0	441.0	117364.0	136.0	64.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	34.0	1.0	1.0	3.0	36.0	129.0	26.51824817518248	3.0	6.0	10.0	23.0	766.0
4	0.21	0.73	144.0	394.0	103233.0	144.0	60.0	14.0	3.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	9.0	20.714285714285715	1.0	1.0	1.0	3.0	135.0	27.220689655172414	3.0	6.0	10.0	23.0	772.0
4	0.21	0.74	138.0	269.0	66538.0	138.0	62.0	14.0	2.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	6.0	34.5	1.0	1.0	1.0	34.5	135.0	22.25179856115108	3.0	6.0	8.0	15.0	804.0
4	0.22	0.65	97.0	761.0	321430.0	97.0	56.0	14.0	2.0	12.0	10.0	1.0	0.0	3.0	0.0	16.0	4.0	14.285714285714286	1.0	1.0	2.0	7.0	81.0	40.3469387755102	3.0	8.0	17.0	29.0	665.0
4	0.22	0.66	107.0	758.0	301465.0	107.0	64.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	4.0	12.0	1.0	1.0	1.0	2.0	89.0	41.26851851851852	3.0	8.0	19.0	33.75	672.0
4	0.22	0.67	110.0	658.0	238451.0	110.0	56.0	14.0	2.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	6.0	37.333333333333336	3.0	8.5	14.0	54.5	95.0	36.072072072072075	3.0	7.0	17.0	30.5	710.0
4	0.22	0.68	116.0	652.0	235385.0	116.0	58.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	6.0	20.0	1.0	1.25	2.5	10.5	100.0	35.24786324786325	3.0	8.0	17.0	31.0	703.0
4	0.22	0.69	134.0	608.0	206808.0	134.0	63.0	14.0	2.0	12.0	8.0	1.0	0.0	3.0	0.0	16.0	6.0	15.666666666666666	1.0	1.0	1.0	4.0	120.0	39.525925925925925	3.0	8.0	19.0	34.0	700.0
4	0.22	0.7	134.0	582.0	187676.0	134.0	64.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	8.0	28.0	1.0	2.0	5.0	9.0	123.0	37.97037037037037	3.0	8.0	19.0	32.5	739.0
4	0.22	0.71	120.0	487.0	143620.0	120.0	59.0	14.0	2.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	8.0	24.0	1.0	1.0	2.0	6.0	110.0	33.54545454545455	3.0	7.0	12.0	31.0	765.0
4	0.22	0.72	130.0	441.0	121853.0	130.0	63.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	2.0	16.0	5.0	22.0	1.0	1.0	1.5	4.25	122.0	31.374045801526716	3.0	6.0	12.0	29.5	789.0
4	0.22	0.73	132.0	421.0	109470.0	132.0	61.0	14.0	3.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	8.0	33.0	1.0	1.0	2.5	34.5	126.0	29.210526315789473	3.0	6.0	10.0	28.0	804.0
4	0.22	0.74	123.0	293.0	69410.0	123.0	56.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	8.0	41.0	1.0	1.5	2.0	61.0	120.0	22.887096774193548	3.0	6.0	8.5	17.0	830.0
4	0.23	0.65	102.0	776.0	312392.0	102.0	58.0	14.0	2.0	12.0	8.0	1.0	0.0	3.0	0.0	16.0	5.0	20.8	1.0	1.0	3.0	11.0	88.0	35.922330097087375	4.0	8.0	20.0	30.0	692.0
4	0.23	0.66	108.0	725.0	277169.0	108.0	58.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	3.0	16.0	7.0	21.6	1.0	1.0	2.0	9.0	95.0	39.80733944954128	4.0	8.0	20.0	33.0	700.0
4	0.23	0.67	105.0	550.0	178887.0	105.0	58.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	5.0	18.0	1.0	1.0	2.0	5.25	96.0	41.37735849056604	4.0	7.0	14.0	31.25	770.0
4	0.23	0.68	106.0	612.0	207288.0	106.0	61.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	5.0	35.333333333333336	1.0	4.5	8.0	52.5	97.0	36.38317757009346	4.0	7.5	16.0	31.5	735.0
4	0.23	0.69	115.0	571.0	184581.0	115.0	60.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	4.0	19.5	1.0	1.0	1.5	5.0	106.0	35.94827586206897	4.0	7.0	14.0	31.25	736.0
4	0.23	0.7	124.0	551.0	170099.0	124.0	60.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	4.0	25.2	1.0	1.0	2.0	6.0	116.0	35.312	3.0	8.0	17.0	30.0	751.0
4	0.23	0.71	123.0	478.0	132780.0	123.0	61.0	14.0	3.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	7.0	31.0	1.0	1.0	4.5	34.5	114.0	31.096774193548388	3.0	7.0	13.5	31.0	799.0
4	0.23	0.72	119.0	448.0	126289.0	119.0	62.0	14.0	3.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	9.0	20.333333333333332	1.0	1.25	2.0	5.75	109.0	33.68333333333333	4.0	7.0	12.0	29.0	789.0
4	0.23	0.73	124.0	370.0	92088.0	124.0	59.0	14.0	2.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	9.0	24.8	1.0	1.0	1.0	3.0	118.0	28.152	4.0	6.0	10.0	20.0	828.0
4	0.23	0.74	118.0	338.0	80915.0	118.0	60.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	0.0	39.333333333333336	1.0	1.5	2.0	58.5	115.0	28.016806722689076	4.0	6.0	10.0	20.5	845.0
4	0.24	0.65	74.0	814.0	344014.0	74.0	60.0	14.0	2.0	12.0	10.0	1.0	0.0	3.0	0.0	16.0	8.0	15.0	1.0	1.0	1.0	11.0	61.0	49.626666666666665	4.0	8.0	14.0	41.5	716.0
4	0.24	0.66	79.0	770.0	311512.0	79.0	49.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	15.8	1.0	1.0	1.0	10.0	66.0	45.675	4.0	8.0	14.5	33.75	723.0
4	0.24	0.67	86.0	589.0	190014.0	86.0	58.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	0.0	21.5	1.0	1.0	5.0	25.5	75.0	37.44827586206897	4.0	7.0	11.0	34.0	785.0
4	0.24	0.68	81.0	594.0	192641.0	81.0	56.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	6.0	40.5	10.0	25.25	40.5	55.75	71.0	39.41463414634146	4.0	7.0	11.0	36.25	788.0
4	0.24	0.69	79.0	542.0	166038.0	79.0	61.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	19.75	1.0	1.0	4.5	23.25	69.0	36.675	4.0	6.0	10.0	28.25	812.0
4	0.24	0.7	82.0	518.0	153129.0	82.0	60.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	27.333333333333332	1.0	3.5	6.0	40.5	75.0	37.903614457831324	4.0	6.5	10.0	32.0	812.0
4	0.24	0.71	92.0	534.0	160205.0	92.0	58.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	9.0	19.0	1.0	1.0	1.0	7.0	85.0	36.193548387096776	4.0	7.0	10.0	32.0	794.0
4	0.24	0.72	88.0	460.0	124712.0	88.0	55.0	14.0	2.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	5.0	44.0	3.0	23.5	44.0	64.5	85.0	33.86516853932584	4.0	6.0	10.0	23.0	829.0
4	0.24	0.73	101.0	384.0	97446.0	101.0	57.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	8.0	25.5	1.0	1.0	2.0	26.5	97.0	30.784313725490197	3.0	6.0	9.0	17.0	862.0
4	0.24	0.74	108.0	236.0	54169.0	108.0	58.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	8.0	54.0	1.0	27.5	54.0	80.5	107.0	23.38532110091743	3.0	6.0	8.0	14.0	902.0
4	0.3	0.5	9.0	1411.0	995327.0	9.0	21.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	3.0	2.0	2.0	2.0	3.5	5.0	174.4	5.0	6.75	52.0	210.25	1028.0
4	0.3	0.6	68.0	829.0	353361.0	68.0	52.0	14.0	3.0	12.0	6.0	1.0	1.0	3.0	2.0	16.0	5.0	23.0	1.0	5.5	10.0	34.0	58.0	43.88405797101449	4.0	7.0	15.0	36.0	655.0
4	0.3	0.7	69.0	638.0	227608.0	69.0	56.0	14.0	2.0	12.0	7.0	1.0	0.0	3.0	0.0	16.0	3.0	23.0	1.0	3.5	6.0	34.0	62.0	55.8	4.0	8.0	17.0	41.5	813.0
4	0.3	0.8	74.0	89.0	30140.0	74.0	51.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	74.0	74.0	74.0	74.0	74.0	74.0	27.08	3.0	6.0	9.0	15.0	1082.0
4	0.3	0.9	82.0	79.0	29553.0	82.0	50.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	82.0	82.0	82.0	82.0	82.0	82.0	27.542168674698797	3.0	6.5	10.0	18.0	1090.0
4	0.4	0.5	8.0	1364.0	930604.0	8.0	22.0	14.0	14.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	4.0	2.0	3.0	4.0	5.0	6.0	195.88888888888889	6.0	9.0	49.0	55.0	1260.0
4	0.4	0.6	46.0	943.0	456562.0	46.0	42.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	6.0	15.333333333333334	1.0	4.5	8.0	22.5	37.0	56.191489361702125	5.0	10.5	28.0	41.0	769.0
4	0.4	0.7	54.0	586.0	191991.0	54.0	57.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	10.0	18.333333333333332	3.0	3.5	4.0	26.0	48.0	67.0	6.0	13.0	29.0	51.0	852.0
4	0.4	0.8	48.0	90.0	30053.0	48.0	47.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	48.0	48.0	48.0	48.0	48.0	48.0	39.57142857142857	4.0	8.0	11.0	17.0	1194.0
4	0.4	0.9	57.0	79.0	29477.0	57.0	47.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	57.0	57.0	57.0	57.0	57.0	57.0	37.87931034482759	4.0	8.0	12.0	24.75	1188.0
4	0.5	0.5	5.0	1403.0	984840.0	5.0	20.0	14.0	14.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	2.5	2.0	2.25	2.5	2.75	3.0	295.8333333333333	12.0	51.25	74.5	222.25	1299.0
4	0.5	0.6	38.0	1047.0	556904.0	38.0	45.0	14.0	0.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	0.0	12.666666666666666	1.0	4.5	8.0	18.5	29.0	77.05128205128206	9.0	10.5	33.0	70.0	802.0
4	0.5	0.7	26.0	566.0	182066.0	26.0	52.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	8.0	5.6	1.0	2.0	2.0	2.0	21.0	97.96296296296296	10.0	14.5	22.0	88.0	926.0
4	0.5	0.8	26.0	90.0	30056.0	26.0	44.0	14.0	0.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	26.0	26.0	26.0	26.0	26.0	26.0	67.14814814814815	7.0	10.5	15.0	21.0	1278.0
4	0.5	0.9	33.0	76.0	29353.0	33.0	44.0	14.0	0.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	33.0	33.0	33.0	33.0	33.0	33.0	59.705882352941174	7.0	12.5	18.5	30.75	1281.0
4	0.6	0.5	2.0	55.0	71240.0																								
4	0.6	0.6	24.0	983.0	494338.0	24.0	42.0	14.0	0.0	12.0	11.0	1.0	0.0	3.0	3.0	16.0	4.0	12.0	5.0	8.5	12.0	15.5	19.0	105.84	9.0	22.0	50.0	106.0	847.0
4	0.6	0.7	13.0	93.0	41328.0	13.0	28.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	13.0	13.0	13.0	13.0	13.0	13.0	125.14285714285714	10.0	12.75	19.5	45.75	1374.0
4	0.6	0.8	16.0	92.0	30047.0	16.0	29.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	16.0	16.0	16.0	16.0	16.0	16.0	103.11764705882354	10.0	12.0	15.0	33.0	1354.0
4	0.6	0.9	25.0	76.0	29321.0	25.0	40.0	14.0	2.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	77.38461538461539	10.0	15.0	24.5	34.5	1333.0
4	0.7	0.5	2.0	55.0	101531.0																								
4	0.7	0.6	9.0	1064.0	572354.0	9.0	41.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	7.0	4.5	3.0	3.75	4.5	5.25	6.0	220.3	22.0	37.25	71.5	224.75	963.0
4	0.7	0.7	15.0	593.0	196535.0	15.0	46.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	7.5	2.0	4.75	7.5	10.25	13.0	175.625	10.0	45.75	107.5	149.5	938.0
4	0.7	0.8	16.0	97.0	30554.0	16.0	28.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	16.0	16.0	16.0	16.0	16.0	16.0	103.82352941176471	10.0	12.0	15.0	33.0	1363.0
4	0.7	0.9	22.0	76.0	29313.0	22.0	39.0	14.0	2.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	22.0	22.0	22.0	22.0	22.0	22.0	85.21739130434783	10.0	13.5	21.0	36.0	1362.0
4	0.8	0.5	2.0	55.0	134608.0																								
4	0.8	0.6	9.0	1037.0	546387.0	9.0	36.0	14.0	6.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	4.5	2.0	3.25	4.5	5.75	7.0	242.6	31.0	50.25	131.0	264.5	955.0
4	0.8	0.7	6.0	624.0	209115.0	6.0	38.0	14.0	2.0	12.0	8.0	1.0	0.0	3.0	0.0	16.0	0.0	3.0	2.0	2.5	3.0	3.5	4.0	249.85714285714286	10.0	22.5	50.0	325.5	993.0
4	0.8	0.8	14.0	97.0	30527.0	14.0	28.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	14.0	14.0	14.0	14.0	14.0	14.0	116.73333333333333	10.0	11.5	15.0	40.5	1376.0
4	0.8	0.9	19.0	76.0	29311.0	19.0	39.0	14.0	0.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	19.0	19.0	19.0	19.0	19.0	19.0	95.55	10.0	14.25	24.5	38.5	1377.0
4	0.9	0.5	2.0	55.0	182768.0																								
4	0.9	0.6	2.0	50.0	23288.0																								
4	0.9	0.7	6.0	109.0	64289.0	6.0	20.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	6.0	6.0	6.0	6.0	6.0	6.0	241.0	10.0	11.0	33.0	79.5	1463.0
4	0.9	0.8	13.0	49.0	30454.0	13.0	22.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	13.0	13.0	13.0	13.0	13.0	13.0	123.0	10.0	11.25	15.0	27.0	1480.0
4	0.9	0.9	19.0	76.0	29311.0	19.0	35.0	14.0	2.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	19.0	19.0	19.0	19.0	19.0	19.0	93.0	10.0	12.0	20.5	33.5	1379.0
